channel_number,channel_name,channel_family,exact_scene_count,library_share_pct,include_tag_logic,include_tag_ids_all,include_tags_all,exclude_tag_logic,exclude_tag_ids_any,exclude_tags_any,include_performer_logic,include_performer_ids_all,include_performers_all,exclude_performer_logic,exclude_performer_ids_any,exclude_performers_any,include_studio_logic,include_studio_ids_any,include_studios_any,exclude_studio_logic,exclude_studio_ids_any,exclude_studios_any,filter_expression,affinity_lift,rationale
110,Tyler Nixon: Uncut,performer_spotlight,256,1.269,ALL,,,ANY,9320,JAV,ALL,154,Tyler Nixon,ANY,,,ANY,,,ANY,,,"PERFORMER=""Tyler Nixon""",,Performer spotlight; 254 exact scenes in the library.
111,Ramon Nomar On Demand,performer_spotlight,249,1.234,ALL,,,ANY,9320,JAV,ALL,214,Ramon Nomar,ANY,,,ANY,,,ANY,,,"PERFORMER=""Ramon Nomar""",,Performer spotlight; 249 exact scenes in the library.
112,Ryan Madison Confidential,performer_spotlight,243,1.204,ALL,,,ANY,9320,JAV,ALL,11,Ryan Madison,ANY,,,ANY,,,ANY,,,"PERFORMER=""Ryan Madison""",,Performer spotlight; 243 exact scenes in the library.
113,The Johnny Sins Channel,performer_spotlight,234,1.160,ALL,,,ANY,9320,JAV,ALL,139,Johnny Sins,ANY,,,ANY,,,ANY,,,"PERFORMER=""Johnny Sins""",,Performer spotlight; 234 exact scenes in the library.
114,Abella Danger: Late Shift,performer_spotlight,222,1.100,ALL,,,ANY,9320,JAV,ALL,169,Abella Danger,ANY,,,ANY,,,ANY,,,"PERFORMER=""Abella Danger""",,Performer spotlight; 222 exact scenes in the library.
115,Christian Clay Spotlight,performer_spotlight,220,1.090,ALL,,,ANY,9320,JAV,ALL,470,Christian Clay,ANY,,,ANY,,,ANY,,,"PERFORMER=""Christian Clay""",,Performer spotlight; 220 exact scenes in the library.
116,Tommy Pistol After Dark,performer_spotlight,221,1.095,ALL,,,ANY,9320,JAV,ALL,61,Tommy Pistol,ANY,,,ANY,,,ANY,,,"PERFORMER=""Tommy Pistol""",,Performer spotlight; 220 exact scenes in the library.
117,All Night with Chloe Temple,performer_spotlight,219,1.085,ALL,,,ANY,9320,JAV,ALL,811,Chloe Temple,ANY,,,ANY,,,ANY,,,"PERFORMER=""Chloe Temple""",,Performer spotlight; 219 exact scenes in the library.
118,James Deen: Uncut,performer_spotlight,217,1.075,ALL,,,ANY,9320,JAV,ALL,373,James Deen,ANY,,,ANY,,,ANY,,,"PERFORMER=""James Deen""",,Performer spotlight; 217 exact scenes in the library.
119,Seth Gamble On Demand,performer_spotlight,212,1.051,ALL,,,ANY,9320,JAV,ALL,146,Seth Gamble,ANY,,,ANY,,,ANY,,,"PERFORMER=""Seth Gamble""",,Performer spotlight; 212 exact scenes in the library.
120,Alberto Blanco Confidential,performer_spotlight,211,1.046,ALL,,,ANY,9320,JAV,ALL,4,Alberto Blanco,ANY,,,ANY,,,ANY,,,"PERFORMER=""Alberto Blanco""",,Performer spotlight; 211 exact scenes in the library.
121,The Kendra Lust Channel,performer_spotlight,203,1.006,ALL,,,ANY,9320,JAV,ALL,574,Kendra Lust,ANY,,,ANY,,,ANY,,,"PERFORMER=""Kendra Lust""",,Performer spotlight; 203 exact scenes in the library.
122,Nicole Aniston: Late Shift,performer_spotlight,202,1.001,ALL,,,ANY,9320,JAV,ALL,68,Nicole Aniston,ANY,,,ANY,,,ANY,,,"PERFORMER=""Nicole Aniston""",,Performer spotlight; 202 exact scenes in the library.
123,Bill Bailey Spotlight,performer_spotlight,197,0.976,ALL,,,ANY,9320,JAV,ALL,232,Bill Bailey,ANY,,,ANY,,,ANY,,,"PERFORMER=""Bill Bailey""",,Performer spotlight; 197 exact scenes in the library.
124,Luna Star After Dark,performer_spotlight,194,0.961,ALL,,,ANY,9320,JAV,ALL,521,Luna Star,ANY,,,ANY,,,ANY,,,"PERFORMER=""Luna Star""",,Performer spotlight; 194 exact scenes in the library.
125,All Night with Charles Dera,performer_spotlight,191,0.947,ALL,,,ANY,9320,JAV,ALL,367,Charles Dera,ANY,,,ANY,,,ANY,,,"PERFORMER=""Charles Dera""",,Performer spotlight; 191 exact scenes in the library.
126,Markus Dupree: Uncut,performer_spotlight,187,0.927,ALL,,,ANY,9320,JAV,ALL,21,Markus Dupree,ANY,,,ANY,,,ANY,,,"PERFORMER=""Markus Dupree""",,Performer spotlight; 187 exact scenes in the library.
127,J Mac On Demand,performer_spotlight,184,0.912,ALL,,,ANY,9320,JAV,ALL,317,J Mac,ANY,,,ANY,,,ANY,,,"PERFORMER=""J Mac""",,Performer spotlight; 184 exact scenes in the library.
128,Owen Gray Confidential,performer_spotlight,182,0.902,ALL,,,ANY,9320,JAV,ALL,1219,Owen Gray,ANY,,,ANY,,,ANY,,,"PERFORMER=""Owen Gray""",,Performer spotlight; 181 exact scenes in the library.
129,The Scott Nails Channel,performer_spotlight,170,0.843,ALL,,,ANY,9320,JAV,ALL,480,Scott Nails,ANY,,,ANY,,,ANY,,,"PERFORMER=""Scott Nails""",,Performer spotlight; 169 exact scenes in the library.
130,Steve Holmes: Late Shift,performer_spotlight,169,0.838,ALL,,,ANY,9320,JAV,ALL,186,Steve Holmes,ANY,,,ANY,,,ANY,,,"PERFORMER=""Steve Holmes""",,Performer spotlight; 168 exact scenes in the library.
131,Romi Rain Spotlight,performer_spotlight,167,0.828,ALL,,,ANY,9320,JAV,ALL,124,Romi Rain,ANY,,,ANY,,,ANY,,,"PERFORMER=""Romi Rain""",,Performer spotlight; 167 exact scenes in the library.
132,Isiah Maxwell After Dark,performer_spotlight,165,0.818,ALL,,,ANY,9320,JAV,ALL,228,Isiah Maxwell,ANY,,,ANY,,,ANY,,,"PERFORMER=""Isiah Maxwell""",,Performer spotlight; 165 exact scenes in the library.
133,All Night with Marley Brinx,performer_spotlight,156,0.773,ALL,,,ANY,9320,JAV,ALL,656,Marley Brinx,ANY,,,ANY,,,ANY,,,"PERFORMER=""Marley Brinx""",,Performer spotlight; 156 exact scenes in the library.
134,Oliver Flynn: Uncut,performer_spotlight,156,0.773,ALL,,,ANY,9320,JAV,ALL,10,Oliver Flynn,ANY,,,ANY,,,ANY,,,"PERFORMER=""Oliver Flynn""",,Performer spotlight; 156 exact scenes in the library.
135,Derrick Pierce On Demand,performer_spotlight,155,0.768,ALL,,,ANY,9320,JAV,ALL,140,Derrick Pierce,ANY,,,ANY,,,ANY,,,"PERFORMER=""Derrick Pierce""",,Performer spotlight; 155 exact scenes in the library.
136,Brandi Love Confidential,performer_spotlight,153,0.758,ALL,,,ANY,9320,JAV,ALL,255,Brandi Love,ANY,,,ANY,,,ANY,,,"PERFORMER=""Brandi Love""",,Performer spotlight; 153 exact scenes in the library.
137,The Gabbie Carter Channel,performer_spotlight,151,0.748,ALL,,,ANY,9320,JAV,ALL,621,Gabbie Carter,ANY,,,ANY,,,ANY,,,"PERFORMER=""Gabbie Carter""",,Performer spotlight; 151 exact scenes in the library.
138,Cory Chase: Late Shift,performer_spotlight,147,0.729,ALL,,,ANY,9320,JAV,ALL,12,Cory Chase,ANY,,,ANY,,,ANY,,,"PERFORMER=""Cory Chase""",,Performer spotlight; 147 exact scenes in the library.
139,Casey Calvert Spotlight,performer_spotlight,145,0.719,ALL,,,ANY,9320,JAV,ALL,256,Casey Calvert,ANY,,,ANY,,,ANY,,,"PERFORMER=""Casey Calvert""",,Performer spotlight; 145 exact scenes in the library.
140,Rissa May After Dark,performer_spotlight,144,0.714,ALL,,,ANY,9320,JAV,ALL,3532,Rissa May,ANY,,,ANY,,,ANY,,,"PERFORMER=""Rissa May""",,Performer spotlight; 144 exact scenes in the library.
141,All Night with Danny D,performer_spotlight,142,0.704,ALL,,,ANY,9320,JAV,ALL,213,Danny D,ANY,,,ANY,,,ANY,,,"PERFORMER=""Danny D""",,Performer spotlight; 142 exact scenes in the library.
142,Alexis Texas: Uncut,performer_spotlight,141,0.699,ALL,,,ANY,9320,JAV,ALL,733,Alexis Texas,ANY,,,ANY,,,ANY,,,"PERFORMER=""Alexis Texas""",,Performer spotlight; 141 exact scenes in the library.
143,Erik Everhard On Demand,performer_spotlight,139,0.689,ALL,,,ANY,9320,JAV,ALL,181,Erik Everhard,ANY,,,ANY,,,ANY,,,"PERFORMER=""Erik Everhard""",,Performer spotlight; 139 exact scenes in the library.
144,Jules Jordan Confidential,performer_spotlight,139,0.689,ALL,,,ANY,9320,JAV,ALL,372,Jules Jordan,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jules Jordan""",,Performer spotlight; 139 exact scenes in the library.
145,The Jessie Rogers Channel,performer_spotlight,138,0.684,ALL,,,ANY,9320,JAV,ALL,848,Jessie Rogers,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jessie Rogers""",,Performer spotlight; 137 exact scenes in the library.
146,Brooklyn Chase: Late Shift,performer_spotlight,133,0.659,ALL,,,ANY,9320,JAV,ALL,81,Brooklyn Chase,ANY,,,ANY,,,ANY,,,"PERFORMER=""Brooklyn Chase""",,Performer spotlight; 133 exact scenes in the library.
147,Dani Daniels Spotlight,performer_spotlight,131,0.649,ALL,,,ANY,9320,JAV,ALL,56,Dani Daniels,ANY,,,ANY,,,ANY,,,"PERFORMER=""Dani Daniels""",,Performer spotlight; 131 exact scenes in the library.
148,Kyle Mason After Dark,performer_spotlight,130,0.644,ALL,,,ANY,9320,JAV,ALL,19,Kyle Mason,ANY,,,ANY,,,ANY,,,"PERFORMER=""Kyle Mason""",,Performer spotlight; 130 exact scenes in the library.
149,All Night with Stacy Cruz,performer_spotlight,130,0.644,ALL,,,ANY,9320,JAV,ALL,469,Stacy Cruz,ANY,,,ANY,,,ANY,,,"PERFORMER=""Stacy Cruz""",,Performer spotlight; 130 exact scenes in the library.
150,Krissy Lynn: Uncut,performer_spotlight,128,0.634,ALL,,,ANY,9320,JAV,ALL,510,Krissy Lynn,ANY,,,ANY,,,ANY,,,"PERFORMER=""Krissy Lynn""",,Performer spotlight; 128 exact scenes in the library.
151,Vince Karter On Demand,performer_spotlight,128,0.634,ALL,,,ANY,9320,JAV,ALL,801,Vince Karter,ANY,,,ANY,,,ANY,,,"PERFORMER=""Vince Karter""",,Performer spotlight; 128 exact scenes in the library.
152,Ryan McLane Confidential,performer_spotlight,127,0.629,ALL,,,ANY,9320,JAV,ALL,152,Ryan McLane,ANY,,,ANY,,,ANY,,,"PERFORMER=""Ryan McLane""",,Performer spotlight; 126 exact scenes in the library.
153,The Mia Malkova Channel,performer_spotlight,125,0.620,ALL,,,ANY,9320,JAV,ALL,116,Mia Malkova,ANY,,,ANY,,,ANY,,,"PERFORMER=""Mia Malkova""",,Performer spotlight; 125 exact scenes in the library.
154,Dillion Harper: Late Shift,performer_spotlight,123,0.610,ALL,,,ANY,9320,JAV,ALL,566,Dillion Harper,ANY,,,ANY,,,ANY,,,"PERFORMER=""Dillion Harper""",,Performer spotlight; 123 exact scenes in the library.
155,Van Wylde Spotlight,performer_spotlight,122,0.605,ALL,,,ANY,9320,JAV,ALL,418,Van Wylde,ANY,,,ANY,,,ANY,,,"PERFORMER=""Van Wylde""",,Performer spotlight; 122 exact scenes in the library.
156,Aria Alexander After Dark,performer_spotlight,119,0.590,ALL,,,ANY,9320,JAV,ALL,889,Aria Alexander,ANY,,,ANY,,,ANY,,,"PERFORMER=""Aria Alexander""",,Performer spotlight; 119 exact scenes in the library.
157,All Night with Allie Haze,performer_spotlight,117,0.580,ALL,,,ANY,9320,JAV,ALL,162,Allie Haze,ANY,,,ANY,,,ANY,,,"PERFORMER=""Allie Haze""",,Performer spotlight; 117 exact scenes in the library.
158,Mr. Pete: Uncut,performer_spotlight,116,0.575,ALL,,,ANY,9320,JAV,ALL,182,Mr. Pete,ANY,,,ANY,,,ANY,,,"PERFORMER=""Mr. Pete""",,Performer spotlight; 116 exact scenes in the library.
159,Codey Steele On Demand,performer_spotlight,115,0.570,ALL,,,ANY,9320,JAV,ALL,2,Codey Steele,ANY,,,ANY,,,ANY,,,"PERFORMER=""Codey Steele""",,Performer spotlight; 114 exact scenes in the library.
160,Penny Barber Confidential,performer_spotlight,114,0.565,ALL,,,ANY,9320,JAV,ALL,996,Penny Barber,ANY,,,ANY,,,ANY,,,"PERFORMER=""Penny Barber""",,Performer spotlight; 114 exact scenes in the library.
161,The Asa Akira Channel,performer_spotlight,110,0.545,ALL,,,ANY,9320,JAV,ALL,887,Asa Akira,ANY,,,ANY,,,ANY,,,"PERFORMER=""Asa Akira""",,Performer spotlight; 110 exact scenes in the library.
162,Ryan Driller: Late Shift,performer_spotlight,109,0.540,ALL,,,ANY,9320,JAV,ALL,153,Ryan Driller,ANY,,,ANY,,,ANY,,,"PERFORMER=""Ryan Driller""",,Performer spotlight; 109 exact scenes in the library.
163,Chris Strokes Spotlight,performer_spotlight,108,0.535,ALL,,,ANY,9320,JAV,ALL,234,Chris Strokes,ANY,,,ANY,,,ANY,,,"PERFORMER=""Chris Strokes""",,Performer spotlight; 108 exact scenes in the library.
164,The Pope After Dark,performer_spotlight,108,0.535,ALL,,,ANY,9320,JAV,ALL,3152,The Pope,ANY,,,ANY,,,ANY,,,"PERFORMER=""The Pope""",,Performer spotlight; 108 exact scenes in the library.
165,All Night with Michael Vegas,performer_spotlight,105,0.520,ALL,,,ANY,9320,JAV,ALL,190,Michael Vegas,ANY,,,ANY,,,ANY,,,"PERFORMER=""Michael Vegas""",,Performer spotlight; 105 exact scenes in the library.
166,Chad White: Uncut,performer_spotlight,103,0.510,ALL,,,ANY,9320,JAV,ALL,159,Chad White,ANY,,,ANY,,,ANY,,,"PERFORMER=""Chad White""",,Performer spotlight; 103 exact scenes in the library.
167,April Olsen On Demand,performer_spotlight,102,0.506,ALL,,,ANY,9320,JAV,ALL,998,April Olsen,ANY,,,ANY,,,ANY,,,"PERFORMER=""April Olsen""",,Performer spotlight; 101 exact scenes in the library.
168,Small Hands Confidential,performer_spotlight,100,0.496,ALL,,,ANY,9320,JAV,ALL,158,Small Hands,ANY,,,ANY,,,ANY,,,"PERFORMER=""Small Hands""",,Performer spotlight; 100 exact scenes in the library.
169,The Rebel Lynn Channel,performer_spotlight,99,0.491,ALL,,,ANY,9320,JAV,ALL,803,Rebel Lynn,ANY,,,ANY,,,ANY,,,"PERFORMER=""Rebel Lynn""",,Performer spotlight; 99 exact scenes in the library.
170,Tommy Gunn: Late Shift,performer_spotlight,98,0.486,ALL,,,ANY,9320,JAV,ALL,191,Tommy Gunn,ANY,,,ANY,,,ANY,,,"PERFORMER=""Tommy Gunn""",,Performer spotlight; 98 exact scenes in the library.
171,Mickey Mod Spotlight,performer_spotlight,97,0.481,ALL,,,ANY,9320,JAV,ALL,1057,Mickey Mod,ANY,,,ANY,,,ANY,,,"PERFORMER=""Mickey Mod""",,Performer spotlight; 97 exact scenes in the library.
172,Jay Romero After Dark,performer_spotlight,96,0.476,ALL,,,ANY,9320,JAV,ALL,764,Jay Romero,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jay Romero""",,Performer spotlight; 96 exact scenes in the library.
173,All Night with Jordan Ash,performer_spotlight,94,0.466,ALL,,,ANY,9320,JAV,ALL,223,Jordan Ash,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jordan Ash""",,Performer spotlight; 94 exact scenes in the library.
174,Alexa Grace: Uncut,performer_spotlight,93,0.461,ALL,,,ANY,9320,JAV,ALL,1021,Alexa Grace,ANY,,,ANY,,,ANY,,,"PERFORMER=""Alexa Grace""",,Performer spotlight; 93 exact scenes in the library.
175,Ariana Marie On Demand,performer_spotlight,93,0.461,ALL,,,ANY,9320,JAV,ALL,67,Ariana Marie,ANY,,,ANY,,,ANY,,,"PERFORMER=""Ariana Marie""",,Performer spotlight; 93 exact scenes in the library.
176,Bridgette B Confidential,performer_spotlight,93,0.461,ALL,,,ANY,9320,JAV,ALL,474,Bridgette B,ANY,,,ANY,,,ANY,,,"PERFORMER=""Bridgette B""",,Performer spotlight; 93 exact scenes in the library.
177,The Abigail Mac Channel,performer_spotlight,92,0.456,ALL,,,ANY,9320,JAV,ALL,47,Abigail Mac,ANY,,,ANY,,,ANY,,,"PERFORMER=""Abigail Mac""",,Performer spotlight; 92 exact scenes in the library.
178,Lucas Frost: Late Shift,performer_spotlight,92,0.456,ALL,,,ANY,9320,JAV,ALL,262,Lucas Frost,ANY,,,ANY,,,ANY,,,"PERFORMER=""Lucas Frost""",,Performer spotlight; 92 exact scenes in the library.
179,Bonnie Rotten Spotlight,performer_spotlight,91,0.451,ALL,,,ANY,9320,JAV,ALL,401,Bonnie Rotten,ANY,,,ANY,,,ANY,,,"PERFORMER=""Bonnie Rotten""",,Performer spotlight; 91 exact scenes in the library.
180,Jean Val Jean After Dark,performer_spotlight,91,0.451,ALL,,,ANY,9320,JAV,ALL,894,Jean Val Jean,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jean Val Jean""",,Performer spotlight; 91 exact scenes in the library.
181,All Night with Jennifer Mendez,performer_spotlight,91,0.451,ALL,,,ANY,9320,JAV,ALL,3016,Jennifer Mendez,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jennifer Mendez""",,Performer spotlight; 91 exact scenes in the library.
182,John Strong: Uncut,performer_spotlight,92,0.456,ALL,,,ANY,9320,JAV,ALL,20,John Strong,ANY,,,ANY,,,ANY,,,"PERFORMER=""John Strong""",,Performer spotlight; 91 exact scenes in the library.
183,Valentina Nappi On Demand,performer_spotlight,91,0.451,ALL,,,ANY,9320,JAV,ALL,481,Valentina Nappi,ANY,,,ANY,,,ANY,,,"PERFORMER=""Valentina Nappi""",,Performer spotlight; 91 exact scenes in the library.
184,Zac Wild Confidential,performer_spotlight,91,0.451,ALL,,,ANY,9320,JAV,ALL,492,Zac Wild,ANY,,,ANY,,,ANY,,,"PERFORMER=""Zac Wild""",,Performer spotlight; 91 exact scenes in the library.
185,The Alex Coal Channel,performer_spotlight,90,0.446,ALL,,,ANY,9320,JAV,ALL,264,Alex Coal,ANY,,,ANY,,,ANY,,,"PERFORMER=""Alex Coal""",,Performer spotlight; 90 exact scenes in the library.
186,Bruce Venture: Late Shift,performer_spotlight,90,0.446,ALL,,,ANY,9320,JAV,ALL,257,Bruce Venture,ANY,,,ANY,,,ANY,,,"PERFORMER=""Bruce Venture""",,Performer spotlight; 90 exact scenes in the library.
187,Brad Newman Spotlight,performer_spotlight,89,0.441,ALL,,,ANY,9320,JAV,ALL,712,Brad Newman,ANY,,,ANY,,,ANY,,,"PERFORMER=""Brad Newman""",,Performer spotlight; 89 exact scenes in the library.
188,Quinton James After Dark,performer_spotlight,89,0.441,ALL,,,ANY,9320,JAV,ALL,251,Quinton James,ANY,,,ANY,,,ANY,,,"PERFORMER=""Quinton James""",,Performer spotlight; 89 exact scenes in the library.
189,All Night with Damon Dice,performer_spotlight,88,0.436,ALL,,,ANY,9320,JAV,ALL,147,Damon Dice,ANY,,,ANY,,,ANY,,,"PERFORMER=""Damon Dice""",,Performer spotlight; 88 exact scenes in the library.
190,Kristof Cale: Uncut,performer_spotlight,88,0.436,ALL,,,ANY,9320,JAV,ALL,603,Kristof Cale,ANY,,,ANY,,,ANY,,,"PERFORMER=""Kristof Cale""",,Performer spotlight; 88 exact scenes in the library.
191,Remy LaCroix On Demand,performer_spotlight,88,0.436,ALL,,,ANY,9320,JAV,ALL,114,Remy LaCroix,ANY,,,ANY,,,ANY,,,"PERFORMER=""Remy LaCroix""",,Performer spotlight; 88 exact scenes in the library.
192,Alex Legend Confidential,performer_spotlight,87,0.431,ALL,,,ANY,9320,JAV,ALL,432,Alex Legend,ANY,,,ANY,,,ANY,,,"PERFORMER=""Alex Legend""",,Performer spotlight; 87 exact scenes in the library.
193,The Melissa Moore Channel,performer_spotlight,87,0.431,ALL,,,ANY,9320,JAV,ALL,1040,Melissa Moore,ANY,,,ANY,,,ANY,,,"PERFORMER=""Melissa Moore""",,Performer spotlight; 87 exact scenes in the library.
194,Nathan Bronson: Late Shift,performer_spotlight,88,0.436,ALL,,,ANY,9320,JAV,ALL,454,Nathan Bronson,ANY,,,ANY,,,ANY,,,"PERFORMER=""Nathan Bronson""",,Performer spotlight; 87 exact scenes in the library.
195,Alex Jones Spotlight,performer_spotlight,87,0.431,ALL,,,ANY,9320,JAV,ALL,1074,Alex Jones,ANY,,,ANY,,,ANY,,,"PERFORMER=""Alex Jones""",,Performer spotlight; 86 exact scenes in the library.
196,Victoria June After Dark,performer_spotlight,86,0.426,ALL,,,ANY,9320,JAV,ALL,530,Victoria June,ANY,,,ANY,,,ANY,,,"PERFORMER=""Victoria June""",,Performer spotlight; 86 exact scenes in the library.
197,All Night with Mark Wood,performer_spotlight,85,0.421,ALL,,,ANY,9320,JAV,ALL,8,Mark Wood,ANY,,,ANY,,,ANY,,,"PERFORMER=""Mark Wood""",,Performer spotlight; 84 exact scenes in the library.
198,Ricky Johnson: Uncut,performer_spotlight,84,0.416,ALL,,,ANY,9320,JAV,ALL,444,Ricky Johnson,ANY,,,ANY,,,ANY,,,"PERFORMER=""Ricky Johnson""",,Performer spotlight; 84 exact scenes in the library.
199,Milan Ponjevic On Demand,performer_spotlight,83,0.411,ALL,,,ANY,9320,JAV,ALL,32,Milan Ponjevic,ANY,,,ANY,,,ANY,,,"PERFORMER=""Milan Ponjevic""",,Performer spotlight; 83 exact scenes in the library.
200,Ashlynn Brooke Confidential,performer_spotlight,82,0.406,ALL,,,ANY,9320,JAV,ALL,668,Ashlynn Brooke,ANY,,,ANY,,,ANY,,,"PERFORMER=""Ashlynn Brooke""",,Performer spotlight; 82 exact scenes in the library.
201,The Jake Adams Channel,performer_spotlight,82,0.406,ALL,,,ANY,9320,JAV,ALL,741,Jake Adams,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jake Adams""",,Performer spotlight; 82 exact scenes in the library.
202,Jessy Jones: Late Shift,performer_spotlight,82,0.406,ALL,,,ANY,9320,JAV,ALL,65,Jessy Jones,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jessy Jones""",,Performer spotlight; 82 exact scenes in the library.
203,Mike Adriano Spotlight,performer_spotlight,79,0.392,ALL,,,ANY,9320,JAV,ALL,141,Mike Adriano,ANY,,,ANY,,,ANY,,,"PERFORMER=""Mike Adriano""",,Performer spotlight; 79 exact scenes in the library.
204,Rion King After Dark,performer_spotlight,79,0.392,ALL,,,ANY,9320,JAV,ALL,456,Rion King,ANY,,,ANY,,,ANY,,,"PERFORMER=""Rion King""",,Performer spotlight; 79 exact scenes in the library.
205,All Night with Will Pounder,performer_spotlight,78,0.387,ALL,,,ANY,9320,JAV,ALL,769,Will Pounder,ANY,,,ANY,,,ANY,,,"PERFORMER=""Will Pounder""",,Performer spotlight; 78 exact scenes in the library.
206,April O'Neil: Uncut,performer_spotlight,77,0.382,ALL,,,ANY,9320,JAV,ALL,896,April O'Neil,ANY,,,ANY,,,ANY,,,"PERFORMER=""April O'Neil""",,Performer spotlight; 77 exact scenes in the library.
207,Kylie Rocket On Demand,performer_spotlight,77,0.382,ALL,,,ANY,9320,JAV,ALL,1007,Kylie Rocket,ANY,,,ANY,,,ANY,,,"PERFORMER=""Kylie Rocket""",,Performer spotlight; 77 exact scenes in the library.
208,Andi Avalon Confidential,performer_spotlight,76,0.377,ALL,,,ANY,9320,JAV,ALL,29,Andi Avalon,ANY,,,ANY,,,ANY,,,"PERFORMER=""Andi Avalon""",,Performer spotlight; 76 exact scenes in the library.
209,The Dan Damage Channel,performer_spotlight,72,0.357,ALL,,,ANY,9320,JAV,ALL,27,Dan Damage,ANY,,,ANY,,,ANY,,,"PERFORMER=""Dan Damage""",,Performer spotlight; 72 exact scenes in the library.
210,Adrianna Luna: Late Shift,performer_spotlight,71,0.352,ALL,,,ANY,9320,JAV,ALL,51,Adrianna Luna,ANY,,,ANY,,,ANY,,,"PERFORMER=""Adrianna Luna""",,Performer spotlight; 71 exact scenes in the library.
211,Prince Yahshua Spotlight,performer_spotlight,71,0.352,ALL,,,ANY,9320,JAV,ALL,569,Prince Yahshua,ANY,,,ANY,,,ANY,,,"PERFORMER=""Prince Yahshua""",,Performer spotlight; 71 exact scenes in the library.
212,Jenna Presley After Dark,performer_spotlight,70,0.347,ALL,,,ANY,9320,JAV,ALL,3408,Jenna Presley,ANY,,,ANY,,,ANY,,,"PERFORMER=""Jenna Presley""",,Performer spotlight; 70 exact scenes in the library.
213,All Night with Logan Pierce,performer_spotlight,69,0.342,ALL,,,ANY,9320,JAV,ALL,194,Logan Pierce,ANY,,,ANY,,,ANY,,,"PERFORMER=""Logan Pierce""",,Performer spotlight; 69 exact scenes in the library.
214,Chris Diamond: Uncut,performer_spotlight,68,0.337,ALL,,,ANY,9320,JAV,ALL,551,Chris Diamond,ANY,,,ANY,,,ANY,,,"PERFORMER=""Chris Diamond""",,Performer spotlight; 68 exact scenes in the library.
215,Robby Echo On Demand,performer_spotlight,69,0.342,ALL,,,ANY,9320,JAV,ALL,1622,Robby Echo,ANY,,,ANY,,,ANY,,,"PERFORMER=""Robby Echo""",,Performer spotlight; 68 exact scenes in the library.
